Airport_Code,Year,TotalClaims,Claim_Type,Total_Enplanement,PctClaims
SPI,2017,1,Property Damage,92048,0.0011%
SPI,2017,1,Passenger Property Loss,92048,0.0011%
SPS,2013,2,Passenger Property Loss,45298,0.0044%
SPS,2013,1,Property Damage,45298,0.0022%
SPS,2014,1,Passenger Property Loss,46906,0.0021%
SRQ,2013,5,Passenger Property Loss,594970,0.0008%
SRQ,2013,5,Property Damage,594970,0.0008%
SRQ,2014,6,Property Damage,598219,0.0010%
SRQ,2014,4,Passenger Property Loss,598219,0.0007%
SRQ,2014,1,Personal Injury,598219,0.0002%
SRQ,2015,5,Property Damage,607449,0.0008%
SRQ,2016,1,Passenger Property Loss,589860,0.0002%
SRQ,2017,2,Passenger Property Loss,590941,0.0003%
SRQ,2017,1,Property Damage,590941,0.0002%
STC,2017,1,Passenger Property Loss,20918,0.0048%
STL,2013,37,Passenger Property Loss,6216104,0.0006%
STL,2013,23,Property Damage,6216104,0.0004%
STL,2014,33,Passenger Property Loss,6108758,0.0005%
STL,2014,24,Property Damage,6108758,0.0004%
STL,2014,1,Employee Loss (MPCECA),6108758,0.0000%
STL,2015,23,Passenger Property Loss,6239248,0.0004%
STL,2015,21,Property Damage,6239248,0.0003%
STL,2015,1,Complaint,6239248,0.0000%
STL,2016,25,Passenger Property Loss,6793076,0.0004%
STL,2016,24,Property Damage,6793076,0.0004%
STL,2017,25,Property Damage,7194745,0.0003%
STL,2017,22,Passenger Property Loss,7194745,0.0003%
STL,2017,1,Passenger Theft,7194745,0.0000%
STL,2017,1,Personal Injury,7194745,0.0000%
STS,2015,1,Passenger Property Loss,129086,0.0008%
STS,2017,1,Passenger Property Loss,195296,0.0005%
STT,2013,10,Passenger Property Loss,645401,0.0015%
STT,2013,8,Property Damage,645401,0.0012%
STT,2014,11,Passenger Property Loss,687172,0.0016%
STT,2014,6,Property Damage,687172,0.0009%
STT,2015,10,Passenger Property Loss,706098,0.0014%
STT,2015,7,Property Damage,706098,0.0010%
STT,2016,20,Passenger Property Loss,729382,0.0027%
STT,2016,6,Property Damage,729382,0.0008%
STT,2017,7,Property Damage,619729,0.0011%
STT,2017,7,Passenger Property Loss,619729,0.0011%
STT,2017,1,Missed Flight,619729,0.0002%
STX,2013,2,Passenger Property Loss,182752,0.0011%
STX,2014,2,Passenger Property Loss,185899,0.0011%
STX,2014,2,Property Damage,185899,0.0011%
STX,2015,4,Passenger Property Loss,176588,0.0023%
STX,2015,1,Property Damage,176588,0.0006%
STX,2015,1,Complaint,176588,0.0006%
STX,2016,2,Property Damage,196047,0.0010%
STX,2016,2,Personal Injury,196047,0.0010%
STX,2016,1,Passenger Property Loss,196047,0.0005%
SUN,2014,2,Property Damage,65801,0.0030%
SUN,2015,1,Passenger Property Loss,67955,0.0015%
SUN,2016,1,Passenger Property Loss,77729,0.0013%
SUN,2017,1,Property Damage,86641,0.0012%
SUX,2013,1,Property Damage,25313,0.0040%
SUX,2013,1,Passenger Property Loss,25313,0.0040%
SUX,2015,1,Property Damage,26104,0.0038%
SUX,2015,1,Passenger Property Loss,26104,0.0038%
SUX,2016,2,Passenger Property Loss,36413,0.0055%
SWF,2013,2,Passenger Property Loss,163815,0.0012%
SWF,2014,1,Property Damage,158556,0.0006%
SWF,2014,1,Passenger Property Loss,158556,0.0006%
SWF,2015,1,Property Damage,142603,0.0007%
SWF,2015,1,Passenger Property Loss,142603,0.0007%
SWF,2016,2,Property Damage,140328,0.0014%
SWF,2016,1,Passenger Property Loss,140328,0.0007%
SWF,2017,3,Property Damage,228640,0.0013%
SWF,2017,2,Passenger Property Loss,228640,0.0009%
SWO,2017,1,Property Damage,27370,0.0037%
SYR,2013,6,Property Damage,991551,0.0006%
SYR,2013,4,Passenger Property Loss,991551,0.0004%
SYR,2014,4,Passenger Property Loss,987169,0.0004%
SYR,2014,4,Property Damage,987169,0.0004%
SYR,2015,6,Property Damage,987732,0.0006%
SYR,2015,5,Passenger Property Loss,987732,0.0005%
SYR,2016,5,Property Damage,988496,0.0005%
SYR,2016,4,Passenger Property Loss,988496,0.0004%
SYR,2017,5,Property Damage,1013149,0.0005%
SYR,2017,4,Passenger Property Loss,1013149,0.0004%
TBN,2015,1,Property Damage,8065,0.0124%
TBN,2015,1,Passenger Property Loss,8065,0.0124%
TLH,2013,5,Property Damage,336129,0.0015%
TLH,2013,1,Passenger Property Loss,336129,0.0003%
TLH,2014,6,Passenger Property Loss,339078,0.0018%
TLH,2014,3,Property Damage,339078,0.0009%
TLH,2015,2,Property Damage,332777,0.0006%
TLH,2015,1,Passenger Property Loss,332777,0.0003%
TLH,2016,3,Passenger Property Loss,345404,0.0009%
TLH,2017,5,Passenger Property Loss,350174,0.0014%
TLH,2017,1,Property Damage,350174,0.0003%
TOL,2013,1,Passenger Property Loss,86221,0.0012%
TOL,2014,1,Property Damage,98941,0.0010%
TOL,2014,1,Passenger Property Loss,98941,0.0010%
TOL,2015,1,Passenger Property Loss,94044,0.0011%
TOL,2017,1,Property Damage,102988,0.0010%
TOL,2017,1,Passenger Property Loss,102988,0.0010%
TPA,2013,73,Passenger Property Loss,8267752,0.0009%
TPA,2013,61,Property Damage,8267752,0.0007%
TPA,2013,3,Unknown,8267752,0.0000%
TPA,2014,55,Property Damage,8531561,0.0006%
TPA,2014,53,Passenger Property Loss,8531561,0.0006%
TPA,2014,1,Personal Injury,8531561,0.0000%
TPA,2015,48,Property Damage,9150458,0.0005%
TPA,2015,40,Passenger Property Loss,9150458,0.0004%
TPA,2016,48,Passenger Property Loss,9194994,0.0005%
TPA,2016,33,Property Damage,9194994,0.0004%
TPA,2017,49,Passenger Property Loss,9548580,0.0005%
TPA,2017,38,Property Damage,9548580,0.0004%
TPA,2017,1,Unknown,9548580,0.0000%
TRI,2013,3,Property Damage,204402,0.0015%
TRI,2013,2,Passenger Property Loss,204402,0.0010%
TRI,2014,6,Property Damage,215259,0.0028%
TRI,2014,6,Passenger Property Loss,215259,0.0028%
TRI,2014,1,Employee Loss (MPCECA),215259,0.0005%
TRI,2015,3,Property Damage,216426,0.0014%
TRI,2015,2,Passenger Property Loss,216426,0.0009%
TRI,2015,1,Unknown,216426,0.0005%
TRI,2016,3,Property Damage,204926,0.0015%
TRI,2016,2,Passenger Property Loss,204926,0.0010%
TRI,2017,3,Property Damage,193068,0.0016%
TRI,2017,1,Passenger Property Loss,193068,0.0005%
TSA,2014,3,Passenger Property Loss,,
TSA,2014,2,Property Damage,,
TSA,2014,1,Unknown,,
TSA,2015,1,Complaint,,
TSA,2015,1,Employee Loss (MPCECA),,
TSA,2015,6,Property Damage,,
TSA,2015,1,Motor Vehicle,,
TSA,2016,1,Employee Loss (MPCECA),,
TSA,2017,6,Passenger Property Loss,,
TSA,2017,3,Property Damage,,
TTN,2013,2,Passenger Property Loss,147826,0.0014%
TTN,2013,2,Property Damage,147826,0.0014%
TTN,2014,3,Passenger Property Loss,377961,0.0008%
TTN,2014,2,Property Damage,377961,0.0005%
TTN,2015,3,Property Damage,389598,0.0008%
TTN,2015,3,Passenger Property Loss,389598,0.0008%
TTN,2016,3,Passenger Property Loss,278436,0.0011%
TTN,2016,1,Property Damage,278436,0.0004%
TTN,2017,3,Passenger Property Loss,363654,0.0008%
TTN,2017,1,Property Damage,363654,0.0003%
TUL,2013,7,Passenger Property Loss,1323377,0.0005%
TUL,2013,5,Property Damage,1323377,0.0004%
TUL,2013,1,Personal Injury,1323377,0.0001%
TUL,2014,9,Passenger Property Loss,1371613,0.0007%
TUL,2014,8,Property Damage,1371613,0.0006%
TUL,2015,4,Passenger Property Loss,1359582,0.0003%
TUL,2015,3,Property Damage,1359582,0.0002%
TUL,2016,4,Property Damage,1342315,0.0003%
TUL,2016,4,Passenger Property Loss,1342315,0.0003%
TUL,2017,5,Passenger Property Loss,1374424,0.0004%
TUL,2017,4,Property Damage,1374424,0.0003%
TUL,2017,1,Unknown,1374424,0.0001%
TUS,2013,15,Passenger Property Loss,1569932,0.0010%
TUS,2013,9,Property Damage,1569932,0.0006%
TUS,2014,14,Property Damage,1597247,0.0009%
TUS,2014,12,Passenger Property Loss,1597247,0.0008%
TUS,2015,9,Passenger Property Loss,1549253,0.0006%
TUS,2015,8,Property Damage,1549253,0.0005%
TUS,2016,7,Passenger Property Loss,1594594,0.0004%
TUS,2016,3,Property Damage,1594594,0.0002%
TUS,2017,18,Passenger Property Loss,1669928,0.0011%
TUS,2017,10,Property Damage,1669928,0.0006%
TUS,2017,1,Complaint,1669928,0.0001%
TUS,2017,1,Personal Injury,1669928,0.0001%
TVC,2013,2,Passenger Property Loss,189644,0.0011%
TVC,2013,1,Property Damage,189644,0.0005%
TVC,2014,4,Passenger Property Loss,196451,0.0020%
TVC,2014,1,Property Damage,196451,0.0005%
TVC,2015,1,Property Damage,210231,0.0005%
TVC,2015,1,Passenger Property Loss,210231,0.0005%
TVC,2016,4,Property Damage,223924,0.0018%
TVC,2017,3,Property Damage,235137,0.0013%
TVC,2017,1,Passenger Property Loss,235137,0.0004%
TWF,2013,1,Passenger Property Loss,28601,0.0035%
TWF,2014,1,Property Damage,28678,0.0035%
TWF,2014,1,Unknown,28678,0.0035%
TWF,2017,1,Passenger Property Loss,45736,0.0022%
TXK,2013,1,Passenger Property Loss,32882,0.0030%
TXK,2015,2,Property Damage,34881,0.0057%
TXK,2015,2,Passenger Property Loss,34881,0.0057%
TXK,2016,1,Property Damage,33565,0.0030%
TXK,2017,1,Passenger Property Loss,34101,0.0029%
TYR,2013,2,Property Damage,85789,0.0023%
TYR,2013,1,Passenger Property Loss,85789,0.0012%
TYR,2014,5,Passenger Property Loss,86625,0.0058%
TYR,2014,2,Property Damage,86625,0.0023%
TYR,2015,2,Passenger Property Loss,72294,0.0028%
TYR,2015,1,Property Damage,72294,0.0014%
TYR,2016,1,Property Damage,52494,0.0019%
TYR,2017,2,Property Damage,49653,0.0040%
TYR,2017,1,Passenger Property Loss,49653,0.0020%
TYS,2013,9,Property Damage,832588,0.0011%
TYS,2013,5,Passenger Property Loss,832588,0.0006%
TYS,2014,4,Property Damage,845913,0.0005%
TYS,2014,2,Passenger Property Loss,845913,0.0002%
TYS,2015,4,Property Damage,848390,0.0005%
TYS,2015,2,Passenger Property Loss,848390,0.0002%
TYS,2016,4,Property Damage,887103,0.0005%
TYS,2016,4,Passenger Property Loss,887103,0.0005%
TYS,2017,6,Property Damage,963752,0.0006%
TYS,2017,1,Passenger Property Loss,963752,0.0001%
UIN,2017,1,Property Damage,7709,0.0130%
UNK,2015,1,Property Damage,15927,0.0063%
UNV,2014,1,Property Damage,142551,0.0007%
UNV,2014,1,Passenger Property Loss,142551,0.0007%
UTA,2014,1,Passenger Property Loss,,
Unknown,2013,42,Passenger Property Loss,,
Unknown,2013,23,Property Damage,,
Unknown,2013,15,Unknown,,
Unknown,2013,2,Personal Injury,,
Unknown,2013,2,Motor Vehicle,,
Unknown,2014,29,Passenger Property Loss,,
Unknown,2014,23,Property Damage,,
Unknown,2014,5,Unknown,,
Unknown,2014,2,Personal Injury,,
Unknown,2014,1,Motor Vehicle,,
Unknown,2014,1,Compliment,,
Unknown,2015,28,Passenger Property Loss,,
Unknown,2015,20,Property Damage,,
Unknown,2015,3,Unknown,,
Unknown,2015,2,Motor Vehicle,,
Unknown,2015,2,Complaint,,
Unknown,2016,37,Passenger Property Loss,,
Unknown,2016,19,Property Damage,,
Unknown,2016,6,Unknown,,
Unknown,2016,2,Motor Vehicle,,
Unknown,2016,1,Property Loss,,
Unknown,2017,35,Passenger Property Loss,,
Unknown,2017,28,Property Damage,,
Unknown,2017,16,Unknown,,
Unknown,2017,2,Motor Vehicle,,
Unknown,2017,1,Complaint,,
VIS,2013,2,Passenger Property Loss,,
VLD,2013,1,Property Damage,36814,0.0027%
VLD,2013,1,Passenger Property Loss,36814,0.0027%
VLD,2015,2,Property Damage,39544,0.0051%
VLD,2017,1,Property Damage,43738,0.0023%
VPS,2013,5,Property Damage,353953,0.0014%
VPS,2013,2,Passenger Property Loss,353953,0.0006%
VPS,2014,3,Passenger Property Loss,360542,0.0008%
VPS,2014,2,Property Damage,360542,0.0006%
VPS,2015,2,Property Damage,373072,0.0005%
VPS,2015,1,Passenger Property Loss,373072,0.0003%
VPS,2016,2,Passenger Property Loss,440002,0.0005%
VPS,2016,1,Property Damage,440002,0.0002%
VPS,2017,3,Passenger Property Loss,567633,0.0005%
VPS,2017,1,Property Damage,567633,0.0002%
WRG,2015,1,Passenger Property Loss,12588,0.0079%
WRG,2016,1,Passenger Property Loss,12569,0.0080%
WRG,2017,1,Passenger Property Loss,13160,0.0076%
XNA,2013,6,Passenger Property Loss,558141,0.0011%
XNA,2013,4,Property Damage,558141,0.0007%
XNA,2014,3,Passenger Property Loss,619157,0.0005%
XNA,2014,3,Property Damage,619157,0.0005%
XNA,2015,1,Property Damage,629905,0.0002%
XNA,2015,1,Passenger Property Loss,629905,0.0002%
XNA,2016,1,Property Damage,673810,0.0001%
XNA,2017,5,Passenger Property Loss,698257,0.0007%
XNA,2017,3,Property Damage,698257,0.0004%
YAK,2014,1,Property Damage,10619,0.0094%
YAK,2015,1,Passenger Property Loss,10230,0.0098%
YKM,2013,1,Property Damage,54308,0.0018%
YKM,2013,1,Passenger Property Loss,54308,0.0018%
YKM,2014,1,Property Damage,57076,0.0018%
YKM,2015,2,Passenger Property Loss,63747,0.0031%
YKM,2015,1,Property Damage,63747,0.0016%
YKM,2016,2,Passenger Property Loss,70993,0.0028%
YKM,2017,1,Passenger Property Loss,71547,0.0014%
YNG,2013,2,Property Damage,47518,0.0042%
YNG,2014,6,Passenger Property Loss,65983,0.0091%
YNG,2014,2,Property Damage,65983,0.0030%
YNG,2015,2,Passenger Property Loss,66299,0.0030%
YNG,2015,1,Property Damage,66299,0.0015%
YNG,2016,3,Passenger Property Loss,53633,0.0056%
YNG,2016,1,Property Damage,53633,0.0019%
YUM,2013,3,Passenger Property Loss,,
YUM,2013,2,Property Damage,,
YUM,2014,3,Passenger Property Loss,,
YUM,2014,2,Property Damage,,
YUM,2015,5,Passenger Property Loss,,
YUM,2015,2,Property Damage,,
YUM,2016,3,Passenger Property Loss,,
YUM,2016,1,Property Damage,,
YUM,2017,5,Passenger Property Loss,,
ZZX,2013,26,Motor Vehicle,,
ZZX,2013,10,Personal Injury,,
ZZX,2013,4,Property Damage,,
ZZX,2013,2,Employee Loss (MPCECA),,
ZZX,2013,1,Passenger Property Loss,,
ZZX,2014,19,Motor Vehicle,,
ZZX,2014,8,Personal Injury,,
ZZX,2014,5,Property Damage,,
ZZX,2014,1,Employee Loss (MPCECA),,
ZZX,2015,15,Motor Vehicle,,
ZZX,2015,1,Property Damage,,
ZZX,2015,1,Employee Loss (MPCECA),,
ZZX,2016,14,Motor Vehicle,,
ZZX,2016,2,Personal Injury,,
ZZX,2016,1,Property Damage,,
ZZX,2017,16,Motor Vehicle,,
ZZX,2017,8,Property Damage,,
ZZX,2017,3,Personal Injury,,
ZZZ,2013,4,Personal Injury,,
ZZZ,2013,1,Complaint,,
ZZZ,2014,1,Personal Injury,,
